@T,climate     ,,,,,,,,,,,,,,,,,
name,rainfall     ,,,,,,,,,,,,,,,,,
desc,measured rainfall     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
missing_val,-9999,,,,,,,,,,,,,,,,,
date_start,01.01.1918,,,,,,,,,,,,,,,,,
date_end,31.12.2014,,,,,,,,,,,,,,,,,
date_format,dd.MM.yyyy     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
tres,d     ,,NOTE: ,Precip Values need to be changed in this sheet for GENERIC sites if there are data there now 6/5/14.,,,,,,,,,,,,,,
unit,mm     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
@H,date,Greeley GLY03,Greeley LIRF GLY04,Greeley Generic,Drake,Drake Generic,Akron,Akron Generic,ARDEC,ARDEC Generic,Ft Collins,Ft Collins Generic,Ault,Ault Generic,Stratton,Stratton Generic,Sterling DAP,Sterling Generic
ID,-,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,17.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.1971,-9999,-9999,-9999,-9999,-9999,3.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.1971,-9999,-9999,-9999,-9999,-9999,0,3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.1971,-9999,-9999,-9999,-9999,-9999,0,5.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.1971,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,2.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.1971,-9999,-9999,-9999,-9999,-9999,1.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.1971,-9999,-9999,-9999,-9999,-9999,0.8,0,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.1971,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.1971,-9999,-9999,-9999,-9999,-9999,0.5,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.1971,-9999,-9999,-9999,-9999,-9999,0.3,2,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.1971,-9999,-9999,-9999,-9999,-9999,3.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,7.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.8,3.56,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.1971,-9999,-9999,-9999,-9999,-9999,5.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.1971,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.1971,-9999,-9999,-9999,-9999,-9999,1.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.1971,-9999,-9999,-9999,-9999,-9999,4.6,0,-9999,-9999,11.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.1971,-9999,-9999,-9999,-9999,-9999,3.6,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,1.78,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.54,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1971,-9999,-9999,-9999,-9999,-9999,1.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1971,-9999,-9999,-9999,-9999,-9999,1.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1971,-9999,-9999,-9999,-9999,-9999,3.3,13.7,-9999,-9999,1.3,4.32,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1971,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,4.06,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1971,-9999,-9999,-9999,-9999,-9999,0,1,-9999,-9999,1.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1971,-9999,-9999,-9999,-9999,-9999,0.3,1,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1971,-9999,-9999,-9999,-9999,-9999,0,1,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1971,-9999,-9999,-9999,-9999,-9999,0,0.8,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1971,-9999,-9999,-9999,-9999,-9999,0.3,4.8,-9999,-9999,0,2.79,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,11.43,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1971,-9999,-9999,-9999,-9999,-9999,16.5,0,-9999,-9999,21.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1971,-9999,-9999,-9999,-9999,-9999,1.5,0,-9999,-9999,6.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,6.1,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1971,-9999,-9999,-9999,-9999,-9999,24.9,0,-9999,-9999,27.9,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1971,-9999,-9999,-9999,-9999,-9999,11.4,0,-9999,-9999,3,9.65,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1971,-9999,-9999,-9999,-9999,-9999,0,10.7,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1971,-9999,-9999,-9999,-9999,-9999,0,36.3,-9999,-9999,16.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1971,-9999,-9999,-9999,-9999,-9999,4.8,0.8,-9999,-9999,26.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1971,-9999,-9999,-9999,-9999,-9999,3.8,6.9,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1971,-9999,-9999,-9999,-9999,-9999,1.3,0.5,-9999,-9999,0,12.7,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,13.72,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,5.33,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1971,-9999,-9999,-9999,-9999,-9999,0,5.6,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1971,-9999,-9999,-9999,-9999,-9999,6.6,1,-9999,-9999,2.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1971,-9999,-9999,-9999,-9999,-9999,4.6,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1971,-9999,-9999,-9999,-9999,-9999,6.9,4.3,-9999,-9999,0.5,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,6.1,4.83,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,4.32,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1971,-9999,-9999,-9999,-9999,-9999,28.7,0,-9999,-9999,1.3,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1971,-9999,-9999,-9999,-9999,-9999,6.9,0,-9999,-9999,7.4,1.27,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1971,-9999,-9999,-9999,-9999,-9999,2,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1971,-9999,-9999,-9999,-9999,-9999,0.5,7.6,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,5.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1971,-9999,-9999,-9999,-9999,-9999,0,2.8,-9999,-9999,0,1.02,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1971,-9999,-9999,-9999,-9999,-9999,0,12.7,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1971,-9999,-9999,-9999,-9999,-9999,0,2,-9999,-9999,28.4,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1971,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1971,-9999,-9999,-9999,-9999,-9999,0,1.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1971,-9999,-9999,-9999,-9999,-9999,0,0.3,-9999,-9999,2.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1971,-9999,-9999,-9999,-9999,-9999,3.6,21.1,-9999,-9999,0.5,14.48,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1971,-9999,-9999,-9999,-9999,-9999,3,1.5,-9999,-9999,1,0,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1971,-9999,-9999,-9999,-9999,-9999,0,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1971,-9999,-9999,-9999,-9999,-9999,0.3,0.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1971,-9999,-9999,-9999,-9999,-9999,6.6,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1971,-9999,-9999,-9999,-9999,-9999,0.5,0,-9999,-9999,0.5,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1971,-9999,-9999,-9999,-9999,-9999,2.3,0.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1971,-9999,-9999,-9999,-9999,-9999,0,31.8,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1971,-9999,-9999,-9999,-9999,-9999,1,0.3,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.3,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0.76,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1971,-9999,-9999,-9999,-9999,-9999,2.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1971,-9999,-9999,-9999,-9999,-9999,0.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1971,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1971,-9999,-9999,-9999,-9999,-9999,1,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,10.67,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,1.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1971,-9999,-9999,-9999,-9999,-9999,17.5,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,1,0,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1971,-9999,-9999,-9999,-9999,-9999,17,0,-9999,-9999,0,9.65,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1971,-9999,-9999,-9999,-9999,-9999,0.8,2.5,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1971,-9999,-9999,-9999,-9999,-9999,0,1.3,-9999,-9999,0,0.25,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.03,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,2.29,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0.51,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1971,-9999,-9999,-9999,-9999,-9999,15.8,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1971,-9999,-9999,-9999,-9999,-9999,6.9,1.3,-9999,-9999,0,17.53,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,2,0,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,4.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1971,-9999,-9999,-9999,-9999,-9999,0.3,0,-9999,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.8,0,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1971,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0.3,5.08,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1971,-9999,-9999,-9999,-9999,-9999,0,12.7,-9999,-9999,1.3,0,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1971,-9999,-9999,-9999,-9999,-9999,0,22.1,-9999,-9999,2.5,0.25,-9999,-9999,-9999,-9999,-9999,-9999
