@T,Climate,,,,,,,,,
descr,wind speed,,,,,,,,,
unit,m/s,,,,,,,,,
missing_val,-9999,,,,,,,,,
date_start,01.01.1990,,,,,,,,,
date_end,30.06.2012,,,,,,,,,
date_format,dd.MM.yyyy,,,,,,,,,
,,,,,,,,,,
@H,date,wndspd[1],wndspd[2],wndspd[3],wndspd[4],wndspd[5],wndspd[6],wndspd[7],wndspd[8],wndspd[9]
,02.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.11.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.12.1990,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.01.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.02.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.03.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.04.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.05.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.06.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.07.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,15.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,16.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,17.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,18.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,19.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,20.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,21.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,22.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,23.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,24.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,25.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,26.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,27.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,28.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,29.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,30.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,31.08.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,01.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,02.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,03.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,04.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,05.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,06.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,07.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,08.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,09.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,10.09.1991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
