@T,obs,,,,,,
descr,observed runoff at Drake,,,,,,
unit,m3/s  //  mg/l  //  mg/l ,,,,,,
,,,,,,,
missing_val,-9999,,,,,,
date_start,09.01.2001,,,,,,
date_end,31.12.2013,,,,,,
date_format,dd.MM.yyyy,,,,,,
,,,,,,,
@H,date,orun[1],no3_n[1],sedim[1],no3_n_conc[2],no3_n_ntrax[3],no3_n_load[4]
name,-,SF450,SF450,SF450,SF450,SF450,SF450
ID,-,1,2,3,4,5,6
elevation,-,289,289,289,289,289,289
x,-,487469.4,487469.4,487469.4,487469.4,487469.4,487469.4
y,-,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7,4684771.7
,16.06.2011,30.86536279,16.3,369,-9999,20.58,-9999
,17.06.2011,21.94555612,17.42,204,17.7,20.72,0.57721427
,18.06.2011,14.69644339,17.53,150,-9999,20.03,-9999
,19.06.2011,11.15683756,16.92,124,-9999,19.36,-9999
,20.06.2011,9.174658298,16.36,93,-9999,18.76,-9999
,21.06.2011,22.71011097,12.1,611,12.1,15.44,0.40833991
,22.06.2011,27.83546021,12.1,247,-9999,18.62,-9999
,23.06.2011,19.96337685,12.67,144,12.1,19.29,0.358952166
,24.06.2011,15.09287924,17.56,101,18.5,19.21,0.414916808
,25.06.2011,12.43109566,18.38,79,-9999,19.06,-9999
,26.06.2011,10.70376801,18.26,56,-9999,18.67,-9999
,27.06.2011,11.97802611,18.13,75,-9999,17.55,-9999
,28.06.2011,12.62931358,17.97,50,18,18.36,0.33780763
,29.06.2011,10.64713432,17.47,48,-9999,18.78,-9999
,30.06.2011,8.834856139,16.88,45,-9999,18.51,-9999
,01.07.2011,7.532281196,16.29,42,-9999,18.1,-9999
,02.07.2011,6.399607332,15.7,39,-9999,17.61,-9999
,03.07.2011,5.550101934,15.11,36,-9999,17.05,-9999
,04.07.2011,4.955448155,14.52,33,-9999,16.6,-9999
,05.07.2011,4.474061763,13.95,31,13.9,16.34,0.092413193
,06.07.2011,4.049309064,13.6,28,-9999,15.93,-9999
,07.07.2011,3.681190058,13.28,25,13.3,15.49,0.072754035
,08.07.2011,3.313071052,12.93,23,-9999,-9999,-9999
,09.07.2011,3.00158574,12.59,22,-9999,-9999,-9999
,10.07.2011,2.775050967,12.24,20,-9999,-9999,-9999
,11.07.2011,2.83168466,11.89,19,-9999,11.98,-9999
,12.07.2011,2.548516194,11.55,17,-9999,12.06,-9999
,13.07.2011,2.265347728,11.2,15,-9999,12,-9999
,14.07.2011,2.038812955,10.79,15,10.9,11.67,0.033023347
,15.07.2011,1.868911876,10.11,17,-9999,11.25,-9999
,16.07.2011,1.699010796,9.41,19,-9999,10.77,-9999
,17.07.2011,1.557426563,8.71,22,-9999,10.07,-9999
,18.07.2011,1.387525483,8.01,24,-9999,9.36,-9999
,19.07.2011,1.274258097,7.31,26,-9999,8.47,-9999
,20.07.2011,1.189307557,6.62,29,-9999,7.47,-9999
,21.07.2011,1.189307557,5.88,31,5.9,6.44,0.010427096
,22.07.2011,1.444159177,1.34,31,-9999,5.69,-9999
,23.07.2011,1.783961336,0,31,-9999,5.17,-9999
,24.07.2011,1.557426563,0,31,-9999,5.45,-9999
,25.07.2011,1.274258097,2.91,30,5.1,5.41,0.009657057
,26.07.2011,1.132673864,4.91,30,-9999,5.07,-9999
,27.07.2011,1.019406478,4.72,27,-9999,4.62,-9999
,28.07.2011,1.444159177,4.53,126,-9999,4.25,-9999
,29.07.2011,1.387525483,4.34,66,-9999,4.65,-9999
,30.07.2011,1.189307557,4.16,37,-9999,4.72,-9999
,31.07.2011,1.076040171,3.97,27,-9999,4.44,-9999
,01.08.2011,0.962772784,3.68,28,3.733333333,3.91,0.005341187
,02.08.2011,0.877822245,3.35,33,-9999,3.36,-9999
,03.08.2011,0.792871705,3.1,38,-9999,2.87,-9999
,04.08.2011,0.736238012,2.84,43,-9999,2.51,-9999
,05.08.2011,0.736238012,2.59,48,-9999,2.43,-9999
,06.08.2011,0.736238012,2.33,53,-9999,2.28,-9999
,07.08.2011,0.707921165,2.08,59,-9999,2.03,-9999
,08.08.2011,0.707921165,1.82,64,-9999,1.85,-9999
,09.08.2011,0.679604318,1.57,69,-9999,1.7,-9999
,10.08.2011,0.622970625,1.33,72,1.3,1.55,0.00120345
,11.08.2011,0.566336932,1.16,62,-9999,1.34,-9999
,12.08.2011,0.538020085,1.02,50,-9999,1.21,-9999
,13.08.2011,0.509703239,0.87,37,-9999,1.03,-9999
,14.08.2011,0.481386392,0.73,24,-9999,0.92,-9999
,15.08.2011,0.453069546,0.6,14,0.6,0.87,0.000403955
,16.08.2011,0.424752699,0.57,14,-9999,0.81,-9999
,17.08.2011,0.424752699,0.54,14,-9999,0.78,-9999
,18.08.2011,0.396435852,0.51,14,-9999,0.76,-9999
,19.08.2011,0.396435852,0.48,15,-9999,0.74,-9999
,20.08.2011,0.396435852,0.45,15,-9999,0.7,-9999
,21.08.2011,0.368119006,0.42,15,-9999,0.67,-9999
,22.08.2011,0.368119006,0.39,16,-9999,0.63,-9999
,23.08.2011,0.396435852,0.36,16,-9999,0.62,-9999
,24.08.2011,0.396435852,0.33,16,-9999,0.62,-9999
,25.08.2011,0.368119006,0.31,17,0.3,0.62,0.000164107
,26.08.2011,0.368119006,0.33,17,-9999,0.62,-9999
,27.08.2011,0.396435852,0.35,17,-9999,0.6,-9999
,28.08.2011,0.368119006,0.37,17,-9999,0.64,-9999
,29.08.2011,0.368119006,0.4,17,0.4,0.7,0.000218809
,30.08.2011,0.424752699,0.4,16,-9999,0.72,-9999
,31.08.2011,0.453069546,0.4,16,-9999,0.76,-9999
,01.09.2011,0.396435852,0.4,16,-9999,0.74,-9999
,02.09.2011,0.396435852,0.41,16,0.4,0.69,0.000235641
,03.09.2011,0.679604318,0.87,16,1.3,0.83,0.001312855
,04.09.2011,0.538020085,1.3,15,-9999,0.91,-9999
,05.09.2011,0.283168466,1.3,15,-9999,0.92,-9999
,06.09.2011,0.226534773,1.01,15,0.966666667,0.96,0.000325408
,07.09.2011,0.201049611,0.7,16,-9999,0.77,-9999
,08.09.2011,0.186891188,0.6,17,-9999,0.58,-9999
,09.09.2011,0.175564449,0.5,17,-9999,0.52,-9999
,10.09.2011,0.167069395,0.4,18,-9999,0.48,-9999
,11.09.2011,0.158574341,0.32,19,-9999,0.44,-9999
,12.09.2011,0.152910972,0.26,20,-9999,0.4,-9999
,13.09.2011,0.141584233,0.21,21,-9999,0.38,-9999
,14.09.2011,0.135920864,0.16,22,0.15,0.37,3.03E-05
,15.09.2011,0.130257494,0.18,20,-9999,0.37,-9999
,16.09.2011,0.133089179,0.21,18,-9999,0.37,-9999
,17.09.2011,0.12742581,0.24,17,-9999,0.37,-9999
,18.09.2011,0.135920864,0.27,15,-9999,0.41,-9999
,19.09.2011,0.150079287,0.29,13,0.3,0.4,6.69E-05
,20.09.2011,0.130257494,0.29,12,-9999,0.36,-9999
,21.09.2011,0.113267386,0.27,11,-9999,0.29,-9999
,22.09.2011,0.113267386,0.26,10,-9999,0.24,-9999
,23.09.2011,0.107604017,0.25,9,-9999,0.21,-9999
,24.09.2011,0.101940648,0.23,8,-9999,0.21,-9999
,25.09.2011,0.107604017,0.22,7,-9999,0.23,-9999
,26.09.2011,0.116099071,0.2,6,-9999,0.25,-9999
,27.09.2011,0.124594125,0.19,5,-9999,0.26,-9999
,28.09.2011,0.12742581,0.18,4,-9999,0.22,-9999
,29.09.2011,0.110435702,0.16,3,-9999,0.22,-9999
,30.09.2011,0.087782224,0.15,3,0.15,0.21,1.96E-05
,01.10.2011,0.07928717,0.15,3,-9999,0.23,-9999
,02.10.2011,0.07928717,0.15,5,-9999,0.24,-9999
,03.10.2011,0.07928717,0.15,6,0.15,0.24,1.77E-05
,04.10.2011,0.07928717,0.15,7,-9999,0.22,-9999
,05.10.2011,0.076455486,0.15,8,-9999,0.2,-9999
,06.10.2011,0.073623801,0.15,9,-9999,0.2,-9999
,07.10.2011,0.073623801,0.15,11,0.15,0.19,1.64E-05
,08.10.2011,0.067960432,0.11,18,-9999,0.19,-9999
,09.10.2011,0.067960432,0.08,25,-9999,0.2,-9999
,10.10.2011,0.073623801,0.04,33,-9999,0.21,-9999
,11.10.2011,0.087782224,0.08,39,0.15,0.19,1.96E-05
,12.10.2011,0.124594125,0.15,36,-9999,0.19,-9999
,13.10.2011,0.257683304,0.15,31,-9999,0.2,-9999
,14.10.2011,0.283168466,0.15,26,-9999,0.18,-9999
,15.10.2011,0.232198142,0.15,22,-9999,0.19,-9999
,16.10.2011,0.263346673,0.15,17,-9999,0.17,-9999
,17.10.2011,0.21237635,0.15,12,-9999,0.18,-9999
,18.10.2011,0.184059503,0.15,7,-9999,0.19,-9999
,19.10.2011,0.181227818,0.15,3,0.15,0.2,4.04E-05
,20.10.2011,0.172732764,0.15,5,-9999,0.19,-9999
,21.10.2011,0.172732764,0.15,8,-9999,0.18,-9999
,22.10.2011,0.16423771,0.15,12,-9999,0.15,-9999
,23.10.2011,0.161406026,0.15,15,-9999,0.12,-9999
,24.10.2011,0.161406026,0.15,19,-9999,0.12,-9999
,25.10.2011,0.161406026,0.15,22,-9999,0.13,-9999
,26.10.2011,0.161406026,0.15,25,-9999,0.14,-9999
,27.10.2011,0.158574341,0.15,29,-9999,0.16,-9999
,28.10.2011,0.155742656,0.15,32,0.15,0.17,3.47E-05
,29.10.2011,0.152910972,0.15,30,-9999,0.17,-9999
,30.10.2011,0.161406026,0.15,27,-9999,0.18,-9999
,31.10.2011,0.167069395,0.15,24,-9999,0.15,-9999
,01.11.2011,0.144415918,0.14,21,0.15,0.14,3.22E-05
,02.11.2011,0.155742656,0.07,18,-9999,0.17,-9999
,03.11.2011,0.203881296,0.11,15,0.15,0.17,4.54E-05
,04.11.2011,0.167069395,0.14,12,-9999,0.14,-9999
,05.11.2011,0.150079287,0.14,10,-9999,0.14,-9999
,06.11.2011,0.141584233,0.13,7,-9999,0.15,-9999
,07.11.2011,0.135920864,0.13,5,-9999,0.13,-9999
,08.11.2011,0.223703088,0.12,3,-9999,0.13,-9999
,09.11.2011,0.877822245,0.02,1,0.4,0.45,0.000521776
,10.11.2011,0.821188551,0.03,4,-9999,0.84,-9999
,11.11.2011,0.594653779,0.27,8,-9999,1.25,-9999
,12.11.2011,0.453069546,0.55,12,-9999,1.55,-9999
,13.11.2011,0.396435852,0.83,16,-9999,1.53,-9999
,14.11.2011,0.339802159,1.11,20,-9999,1.68,-9999
,15.11.2011,0.311485313,1.39,24,-9999,1.85,-9999
,16.11.2011,0.283168466,1.64,27,1.7,1.69,0.000715338
,17.11.2011,0.266178358,1.61,29,-9999,1.47,-9999
,18.11.2011,0.263346673,1.51,30,-9999,1.34,-9999
,19.11.2011,0.269010043,1.4,31,-9999,1.29,-9999
,20.11.2011,0.260514989,1.3,33,-9999,1.26,-9999
,21.11.2011,0.252019935,1.2,33,1.2,1.2,0.0004494
,22.11.2011,0.254851619,1.12,32,-9999,1.1,-9999
,23.11.2011,0.254851619,1.05,29,-9999,1.03,-9999
,24.11.2011,0.246356565,0.97,27,-9999,0.94,-9999
,25.11.2011,0.243524881,0.9,25,-9999,0.83,-9999
,26.11.2011,0.263346673,0.82,23,-9999,0.81,-9999
,27.11.2011,0.252019935,0.75,21,-9999,0.78,-9999
,28.11.2011,0.229366457,0.67,19,-9999,0.75,-9999
,29.11.2011,0.226534773,0.62,16,0.6,-9999,0.000201978
,30.11.2011,0.218039719,0.69,14,-9999,-9999,-9999
,01.12.2011,0.220871403,0.77,12,-9999,-9999,-9999
,02.12.2011,0.226534773,0.85,9,-9999,-9999,-9999
,03.12.2011,0.311485313,0.93,7,-9999,-9999,-9999
,04.12.2011,0.481386392,1.01,5,-9999,-9999,-9999
,05.12.2011,0.368119006,1.09,2,1.1,-9999,0.000601725
,06.12.2011,0.201049611,1.16,2,-9999,-9999,-9999
,07.12.2011,0.218039719,1.21,2,-9999,-9999,-9999
,08.12.2011,0.246356565,1.27,2,-9999,-9999,-9999
,09.12.2011,0.20671298,1.33,2,-9999,-9999,-9999
,10.12.2011,0.215208034,1.39,2,-9999,-9999,-9999
,11.12.2011,0.226534773,1.45,2,-9999,-9999,-9999
,12.12.2011,0.240693196,1.51,2,-9999,-9999,-9999
,13.12.2011,0.283168466,1.57,2,-9999,-9999,-9999
,14.12.2011,0.651287472,1.62,2,-9999,-9999,-9999
,15.12.2011,0.594653779,1.68,2,-9999,-9999,-9999
,16.12.2011,0.481386392,1.74,2,-9999,-9999,-9999
,17.12.2011,0.538020085,1.8,2,-9999,-9999,-9999
,18.12.2011,0.453069546,1.86,2,-9999,-9999,-9999
,19.12.2011,0.481386392,1.92,2,-9999,-9999,-9999
,20.12.2011,0.339802159,1.97,2,-9999,-9999,-9999
,21.12.2011,0.396435852,2.03,2,-9999,-9999,-9999
,22.12.2011,0.254851619,2.09,2,-9999,-9999,-9999
,23.12.2011,0.215208034,2.15,2,-9999,-9999,-9999
,24.12.2011,0.240693196,2.21,2,-9999,-9999,-9999
,25.12.2011,0.280336781,2.27,2,-9999,-9999,-9999
,26.12.2011,0.283168466,2.33,2,-9999,-9999,-9999
,27.12.2011,0.283168466,2.38,2,-9999,-9999,-9999
,28.12.2011,0.277505097,2.44,2,-9999,-9999,-9999
,29.12.2011,0.339802159,2.5,2,-9999,-9999,-9999
,30.12.2011,0.481386392,2.56,2,-9999,-9999,-9999
,31.12.2011,0.594653779,2.62,2,-9999,-9999,-9999
,01.01.2012,0.453069546,2.68,2,-9999,-9999,-9999
,02.01.2012,0.311485313,2.74,1,-9999,-9999,-9999
,03.01.2012,0.283168466,2.79,1,-9999,-9999,-9999
,04.01.2012,0.396435852,2.85,1,-9999,-9999,-9999
,05.01.2012,0.396435852,2.91,1,-9999,-9999,-9999
,06.01.2012,0.481386392,2.97,1,-9999,-9999,-9999
,07.01.2012,0.396435852,3.03,1,-9999,-9999,-9999
,08.01.2012,0.339802159,3.09,1,-9999,-9999,-9999
,09.01.2012,0.453069546,3.14,1,-9999,-9999,-9999
,10.01.2012,0.424752699,3.19,1,3.2,-9999,0.002019777
,11.01.2012,0.396435852,3.18,1,-9999,-9999,-9999
,12.01.2012,0.368119006,3.17,1,-9999,-9999,-9999
,13.01.2012,0.311485313,3.15,1,-9999,-9999,-9999
,14.01.2012,0.269010043,3.14,1,-9999,-9999,-9999
,15.01.2012,0.368119006,3.13,1,-9999,-9999,-9999
,16.01.2012,0.424752699,3.11,1,-9999,-9999,-9999
,17.01.2012,0.368119006,3.1,1,-9999,-9999,-9999
,18.01.2012,0.339802159,3.08,1,-9999,-9999,-9999
,19.01.2012,0.339802159,3.07,1,-9999,-9999,-9999
,20.01.2012,0.240693196,3.05,1,-9999,-9999,-9999
,21.01.2012,0.178396134,3.04,1,-9999,-9999,-9999
,22.01.2012,0.215208034,3.02,1,-9999,-9999,-9999
,23.01.2012,0.246356565,3.01,1,-9999,-9999,-9999
,24.01.2012,0.277505097,2.99,1,-9999,-9999,-9999
,25.01.2012,0.396435852,2.98,1,-9999,-9999,-9999
,26.01.2012,0.453069546,2.96,1,-9999,-9999,-9999
,27.01.2012,0.368119006,2.95,1,-9999,-9999,-9999
,28.01.2012,0.396435852,2.93,1,-9999,-9999,-9999
,29.01.2012,0.368119006,2.92,1,-9999,-9999,-9999
,30.01.2012,0.509703239,2.9,1,-9999,-9999,-9999
,31.01.2012,0.509703239,2.89,1,-9999,-9999,-9999
,01.02.2012,0.453069546,2.87,1,-9999,-9999,-9999
,02.02.2012,0.396435852,2.86,1,-9999,-9999,-9999
,03.02.2012,0.339802159,2.84,1,-9999,-9999,-9999
,04.02.2012,0.396435852,2.83,1,-9999,-9999,-9999
,05.02.2012,0.339802159,2.81,1,-9999,-9999,-9999
,06.02.2012,0.311485313,2.8,1,2.8,-9999,0.001296023
,07.02.2012,0.368119006,2.75,1,-9999,-9999,-9999
,08.02.2012,0.339802159,2.7,1,-9999,-9999,-9999
,09.02.2012,0.396435852,2.65,1,-9999,-9999,-9999
,10.02.2012,0.339802159,2.6,1,-9999,-9999,-9999
,11.02.2012,0.311485313,2.55,1,-9999,-9999,-9999
,12.02.2012,0.311485313,2.5,1,-9999,-9999,-9999
,13.02.2012,0.339802159,2.45,1,-9999,-9999,-9999
,14.02.2012,0.396435852,2.4,1,-9999,-9999,-9999
,15.02.2012,0.453069546,2.35,1,-9999,-9999,-9999
,16.02.2012,0.396435852,2.3,1,-9999,-9999,-9999
,17.02.2012,0.481386392,2.25,0,-9999,-9999,-9999
,18.02.2012,0.424752699,2.2,0,-9999,-9999,-9999
,19.02.2012,0.396435852,2.15,0,-9999,-9999,-9999
,20.02.2012,0.424752699,2.1,0,-9999,-9999,-9999
,21.02.2012,0.453069546,2.05,0,-9999,-9999,-9999
,22.02.2012,0.424752699,2,0,-9999,-9999,-9999
,23.02.2012,0.453069546,1.95,0,-9999,-9999,-9999
,24.02.2012,0.424752699,1.94,1,1.9,-9999,0.001199242
,25.02.2012,0.339802159,2.18,3,-9999,-9999,-9999
,26.02.2012,0.424752699,2.46,5,-9999,-9999,-9999
,27.02.2012,0.424752699,2.74,7,-9999,-9999,-9999
,28.02.2012,0.538020085,3.02,9,-9999,-9999,-9999
,29.02.2012,1.104357017,3.3,12,-9999,-9999,-9999
,01.03.2012,1.727327643,3.58,14,-9999,-9999,-9999
,02.03.2012,1.557426563,3.86,16,-9999,-9999,-9999
,03.03.2012,1.302574944,4.05,26,4.1,-9999,0.007936039
,04.03.2012,0.934455938,4.05,59,1.7,-9999,0.002360614
,05.03.2012,1.019406478,3.7,56,-9999,-9999,-9999
,06.03.2012,1.132673864,5.02,41,4.366666667,-9999,0.007349742
,07.03.2012,1.104357017,4.51,30,4.5,-9999,0.007384808
,08.03.2012,1.302574944,4.39,32,-9999,-9999,-9999
,09.03.2012,1.189307557,4.29,36,-9999,-9999,-9999
,10.03.2012,1.019406478,4.19,40,-9999,-9999,-9999
,11.03.2012,0.934455938,4.09,43,-9999,-9999,-9999
,12.03.2012,1.189307557,3.99,47,-9999,-9999,-9999
,13.03.2012,1.274258097,3.88,49,3.9,-9999,0.007384808
,14.03.2012,1.274258097,3.74,47,-9999,-9999,-9999
,15.03.2012,1.189307557,3.6,45,-9999,-9999,-9999
,16.03.2012,1.132673864,3.45,43,-9999,-9999,-9999
,17.03.2012,1.047723324,3.31,40,-9999,-9999,-9999
,18.03.2012,0.991089631,3.16,38,-9999,-9999,-9999
,19.03.2012,0.962772784,3.02,35,-9999,-9999,-9999
,20.03.2012,1.076040171,2.88,33,-9999,-9999,-9999
,21.03.2012,1.24594125,2.73,31,-9999,-9999,-9999
,22.03.2012,1.302574944,2.67,29,2.6,-9999,0.00503261
,23.03.2012,1.50079287,2.97,30,-9999,-9999,-9999
,24.03.2012,1.642377103,3.3,31,-9999,-9999,-9999
,25.03.2012,1.614060256,3.64,33,-9999,-9999,-9999
,26.03.2012,1.472476023,3.98,34,-9999,-9999,-9999
,27.03.2012,1.359208637,4.32,36,-9999,-9999,-9999
,28.03.2012,1.24594125,4.66,37,-9999,-9999,-9999
,29.03.2012,1.189307557,4.95,37,5,-9999,0.008836522
,30.03.2012,1.359208637,4.99,26,-9999,-9999,-9999
,31.03.2012,1.274258097,3.3,14,0.6,-9999,0.001136124
,01.04.2012,1.217624404,0.6,12,-9999,-9999,-9999
,02.04.2012,1.160990711,0.6,12,-9999,-9999,-9999
,03.04.2012,1.104357017,2.72,13,2.35,-9999,0.003856511
,04.04.2012,0.991089631,4,18,-9999,-9999,-9999
,05.04.2012,0.934455938,3.91,22,3.9,-9999,0.005415526
,06.04.2012,0.906139091,3.9,20,-9999,-9999,-9999
,07.04.2012,0.906139091,3.9,18,-9999,-9999,-9999
,08.04.2012,0.877822245,3.9,15,-9999,-9999,-9999
,09.04.2012,0.849505398,3.9,13,-9999,-9999,-9999
,10.04.2012,0.821188551,3.91,13,3.9,-9999,0.004759099
,11.04.2012,0.764554858,3.95,25,-9999,-9999,-9999
,12.04.2012,0.792871705,3.99,39,-9999,-9999,-9999
,13.04.2012,0.821188551,4.04,53,-9999,-9999,-9999
,14.04.2012,0.991089631,4.08,68,4.1,-9999,0.00603829
,15.04.2012,2.973268893,4.11,97,6.2,-9999,0.02739322
,16.04.2012,3.624556365,4.11,97,-9999,-9999,-9999
,17.04.2012,3.228120512,7.75,206,7,-9999,0.033578785
,18.04.2012,2.83168466,9.9,276,-9999,-9999,-9999
,19.04.2012,2.973268893,9.9,276,-9999,-9999,-9999
,20.04.2012,6.286339945,9.9,276,-9999,-9999,-9999
,21.04.2012,6.739409491,9.9,276,-9999,-9999,-9999
,22.04.2012,5.74831986,9.9,276,-9999,-9999,-9999
,23.04.2012,4.728913382,9.9,276,-9999,-9999,-9999
,24.04.2012,4.190893297,13.11,146,12.9,-9999,0.080336613
,25.04.2012,3.907724831,14.46,87,-9999,-9999,-9999
,26.04.2012,3.567922672,14.47,80,-9999,-9999,-9999
,27.04.2012,3.199803666,14.47,74,-9999,-9999,-9999
,28.04.2012,3.341387899,14.47,67,-9999,-9999,-9999
,29.04.2012,3.341387899,14.47,61,-9999,-9999,-9999
,30.04.2012,3.709506905,14.48,54,-9999,-9999,-9999
,01.05.2012,3.851091138,14.48,48,-9999,-9999,-9999
,02.05.2012,9.033074065,20.93,605,22,-9999,0.295308165
,03.05.2012,27.01427166,22,678,-9999,-9999,-9999
,04.05.2012,23.38971529,22,678,26.6,-9999,0.924535889
,05.05.2012,15.82911725,22,676,-9999,-9999,-9999
,06.05.2012,12.65763043,22.13,144,-9999,-9999,-9999
,07.05.2012,12.31782827,22.15,132,22.2,-9999,0.406353797
,08.05.2012,9.939213157,21.31,121,-9999,-9999,-9999
,09.05.2012,8.353469747,20.38,109,-9999,-9999,-9999
,10.05.2012,7.220795883,19.63,98,19.4,-9999,0.208163222
,11.05.2012,6.427924178,20.06,87,20.2,-9999,0.192947572
,12.05.2012,5.606735627,19.99,80,-9999,-9999,-9999
,13.05.2012,5.012081848,19.77,73,-9999,-9999,-9999
,14.05.2012,4.757230229,19.55,66,-9999,-9999,-9999
,15.05.2012,4.502378609,19.34,60,-9999,-9999,-9999
,16.05.2012,4.07762591,19.12,53,-9999,-9999,-9999
,17.05.2012,3.794457444,18.91,46,-9999,-9999,-9999
,18.05.2012,3.596239518,18.69,40,-9999,-9999,-9999
,19.05.2012,3.567922672,18.47,33,-9999,-9999,-9999
,20.05.2012,3.426338439,18.26,26,-9999,-9999,-9999
,21.05.2012,3.228120512,18.04,20,-9999,-9999,-9999
,22.05.2012,3.086536279,17.83,13,-9999,-9999,-9999
,23.05.2012,3.114853126,17.61,6,-9999,-9999,-9999
,24.05.2012,3.114853126,17.39,1,17.4,-9999,0.08053859
,25.05.2012,3.256437359,17.18,0,-9999,-9999,-9999
,26.05.2012,3.228120512,16.97,0,-9999,-9999,-9999
,27.05.2012,3.256437359,16.76,0,-9999,-9999,-9999
,28.05.2012,3.313071052,16.55,0,-9999,-9999,-9999
,29.05.2012,3.114853126,16.34,0,-9999,-9999,-9999
,30.05.2012,2.803367813,16.13,0,-9999,-9999,-9999
,31.05.2012,2.463565654,15.92,0,-9999,-9999,-9999
,01.06.2012,2.350298268,15.68,0,15.7,-9999,0.054832726
,02.06.2012,2.293664575,15.28,3,-9999,-9999,-9999
,03.06.2012,2.208714035,14.85,6,-9999,-9999,-9999
,04.06.2012,2.123763495,14.49,9,14.4,-9999,0.045444973
,05.06.2012,2.010496109,14.65,12,-9999,-9999,-9999
,06.06.2012,1.925545569,14.84,15,14.9,-9999,0.042634117
,07.06.2012,1.840595029,14.69,14,-9999,-9999,-9999
,08.06.2012,1.727327643,14.47,13,-9999,-9999,-9999
,09.06.2012,1.58574341,14.26,11,-9999,-9999,-9999
,10.06.2012,1.557426563,14.04,10,-9999,-9999,-9999
,11.06.2012,1.642377103,13.83,9,-9999,-9999,-9999
,12.06.2012,1.472476023,13.6,8,13.6,-9999,0.029758041
,13.06.2012,1.41584233,13.28,10,-9999,-9999,-9999
,14.06.2012,1.359208637,12.93,13,-9999,-9999,-9999
,15.06.2012,1.41584233,12.58,16,-9999,-9999,-9999
,16.06.2012,1.614060256,12.24,19,-9999,-9999,-9999
,17.06.2012,1.642377103,11.89,22,-9999,-9999,-9999
,18.06.2012,1.557426563,11.54,25,-9999,-9999,-9999
,19.06.2012,1.444159177,11.25,29,11.2,-9999,0.024035341
,20.06.2012,1.359208637,11.08,31,-9999,-9999,-9999
,21.06.2012,1.670693949,10.89,29,-9999,-9999,-9999
,22.06.2012,1.670693949,10.02,90,0.4,-9999,0.000993057
,23.06.2012,2.237030881,0.4,374,-9999,-9999,-9999
,24.06.2012,1.925545569,0.4,374,-9999,-9999,-9999
,25.06.2012,1.840595029,0.79,197,0.4,-9999,0.001094046
,26.06.2012,1.727327643,3.06,14,-9999,-9999,-9999
,27.06.2012,1.557426563,5.57,10,-9999,-9999,-9999
,28.06.2012,1.41584233,8.09,5,-9999,-9999,-9999
,29.06.2012,1.217624404,10.12,4,10.6,-9999,0.019179462
,30.06.2012,1.047723324,9.27,7,-9999,-9999,-9999
,01.07.2012,0.906139091,7.94,8,-9999,-9999,-9999
,02.07.2012,0.821188551,6.61,9,-9999,-9999,-9999
,03.07.2012,0.453069546,5.36,10,5.3,-9999,0.003568272
,04.07.2012,0.396435852,4.54,10,-9999,-9999,-9999
,05.07.2012,0.368119006,3.78,9,-9999,-9999,-9999
,06.07.2012,0.311485313,3.03,9,-9999,-9999,-9999
,07.07.2012,0.246356565,2.28,8,-9999,-9999,-9999
,08.07.2012,0.218039719,1.52,8,-9999,-9999,-9999
,09.07.2012,0.20671298,0.82,7,0.7,-9999,0.000215022
,10.07.2012,0.195386242,0.53,7,-9999,-9999,-9999
,11.07.2012,0.184059503,0.34,6,-9999,-9999,-9999
,12.07.2012,0.161406026,0.17,6,0.15,-9999,3.60E-05
,13.07.2012,0.155742656,0.12,5,-9999,-9999,-9999
,14.07.2012,0.152910972,0.09,4,-9999,-9999,-9999
,15.07.2012,0.155742656,0.06,2,-9999,-9999,-9999
,16.07.2012,0.147247602,0.03,1,-9999,-9999,-9999
,17.07.2012,0.135920864,0,1,-9999,-9999,-9999
,18.07.2012,0.12742581,0,4,-9999,-9999,-9999
,19.07.2012,0.12176244,0,8,-9999,-9999,-9999
,20.07.2012,0.113267386,0,12,-9999,-9999,-9999
,21.07.2012,0.113267386,0,16,-9999,-9999,-9999
,22.07.2012,0.113267386,0,19,-9999,-9999,-9999
,23.07.2012,0.107604017,0,22,-9999,-9999,-9999
,24.07.2012,0.107604017,0,20,-9999,-9999,-9999
,25.07.2012,0.096277278,0,18,-9999,-9999,-9999
,26.07.2012,0.104772332,0,15,-9999,-9999,-9999
,27.07.2012,0.101940648,0,13,-9999,-9999,-9999
,28.07.2012,0.118930756,0,10,-9999,-9999,-9999
,29.07.2012,0.161406026,0,7,-9999,-9999,-9999
,30.07.2012,0.195386242,0,5,-9999,-9999,-9999
,31.07.2012,0.175564449,0,6,-9999,-9999,-9999
,01.08.2012,0.155742656,0,6,-9999,-9999,-9999
,02.08.2012,0.135920864,0,7,-9999,-9999,-9999
,03.08.2012,0.116099071,0,8,-9999,-9999,-9999
,04.08.2012,0.178396134,0,9,-9999,-9999,-9999
,05.08.2012,0.150079287,0,10,-9999,-9999,-9999
,06.08.2012,0.116099071,0,11,-9999,-9999,-9999
,07.08.2012,0.110435702,0,11,-9999,-9999,-9999
,08.08.2012,0.087782224,0,12,-9999,-9999,-9999
,09.08.2012,0.073623801,0,13,-9999,-9999,-9999
,10.08.2012,0.059465378,0,14,-9999,-9999,-9999
,11.08.2012,0.053802009,0,15,-9999,-9999,-9999
,12.08.2012,0.056633693,0,16,-9999,-9999,-9999
